Entity,Code,Year,Population (historical estimates)
Vietnam,VNM,1912,18851449
Madagascar,MDG,1934,3130956
Armenia,ARM,1828,444699
Nicaragua,NIC,1822,192072
British Virgin Islands,VGB,2018,29795
Mongolia,MNG,1899,694500
Tunisia,TUN,1930,2610379
Lebanon,LBN,1860,441146
Sudan,SDN,1810,4047408
South Africa,ZAF,1995,41435761
Niue,NIU,1964,5040
Uganda,UGA,1833,2438145
Asia,NA,1877,835128006
Oceania,NA,1850,1906318
Chile,CHL,2006,16354507
New Zealand,NZL,1856,113373
Mexico,MEX,1951,28749849
Tunisia,TUN,1866,1315541
Italy,ITA,1888,31063054
Liberia,LBR,1821,314186
South America,NA,1870,23949665
Botswana,BWA,1869,120950
Kiribati,KIR,1857,21320
Slovakia,SVK,2006,5398674
Antigua and Barbuda,ATG,1961,55005
Philippines,PHL,1818,2125369
Turkmenistan,TKM,1891,700053
Finland,FIN,1816,1083991
Trinidad and Tobago,TTO,1846,76997
Uruguay,URY,1901,941200
Ukraine,UKR,1928,30401730
Tunisia,TUN,1926,2487883
Uganda,UGA,1878,3328310
Belarus,BLR,1965,8505724
Brazil,BRA,1827,5034351
Nauru,NRU,1873,1914
Serbia,SRB,1819,2146330
Qatar,QAT,2016,2654379
Saint Helena,SHN,2012,5416
Timor,TLS,1992,783204
Solomon Islands,SLB,1919,125425
Democratic Republic of Congo,COD,1861,8325186
Spain,ESP,1898,18402156
Ecuador,ECU,1818,500000
Peru,PER,1947,7348332
Eritrea,ERI,1876,627561
Eritrea,ERI,1881,615762
Guinea,GIN,1961,3552068
Nicaragua,NIC,1826,204713
Germany,DEU,2004,81646474
Asia,NA,1937,1276502272
Bulgaria,BGR,1990,8841466
Hong Kong,HKG,1862,77979
Israel,ISR,1986,4100542
Angola,AGO,1897,3178642
Australia,AUS,1921,5377766
Palau,PLW,1928,6594
New Caledonia,NCL,1984,153752
Mongolia,MNG,1948,768681
Eswatini,SWZ,1898,106922
Tuvalu,TUV,1802,2499
Slovenia,SVN,1855,638594
Trinidad and Tobago,TTO,1985,1170296
Argentina,ARG,1844,887839
North Macedonia,MKD,1831,431562
Netherlands,NLD,1948,9785718
Myanmar,MMR,1824,3560069
Finland,FIN,1974,4698782
United Kingdom,GBR,1942,49059203
Egypt,EGY,1838,4447014
Tajikistan,TJK,1823,479633
Singapore,SGP,1925,477979
Antigua and Barbuda,ATG,2010,88030
Eswatini,SWZ,1965,373925
Cote d'Ivoire,CIV,1985,9918204
Malta,MLT,1987,352617
North Macedonia,MKD,2004,2057043
Singapore,SGP,2013,5453732
Israel,ISR,1836,209954
Ukraine,UKR,1984,50749176
Andorra,AND,1981,37498
Lesotho,LSO,1840,206065
Uruguay,URY,1922,1459987
Vietnam,VNM,1800,4000000
Tanzania,TZA,1800,3000000
Paraguay,PRY,1817,160029
Israel,ISR,1993,4929413
Ireland,IRL,1947,2919390
Namibia,"NAM",1837,139818
India,IND,1910,309772810
Luxembourg,LUX,1848,190336
Greece,GRC,1903,5107334
Saint Pierre and Miquelon,SPM,1970,5551
Micronesia (country),FSM,1823,16655
Kiribati,KIR,1933,30175
Laos,LAO,1894,1233889
Northern Mariana Islands,MNP,1963,10591
Faeroe Islands,FRO,1967,37705
North Macedonia,MKD,1989,1996863
Afghanistan,AFG,1979,13411060
Brunei,BRN,1985,224440
Belarus,BLR,1865,3556750
Vietnam,VNM,1946,22188620
Saudi Arabia,SAU,1957,3751798
Uzbekistan,UZB,1925,4920154
Cambodia,KHM,1846,2216484
Oman,OMN,1889,370415
Kyrgyzstan,KGZ,1957,1994559
Finland,FIN,1971,4629371
El Salvador,SLV,1976,4247508
Tuvalu,TUV,1830,2622
Marshall Islands,MHL,1943,23595
Russia,RUS,1999,146915915
Cape Verde,CPV,1810,55716
Democratic Republic of Congo,COD,1938,10074366
Senegal,SEN,1926,1697556
Netherlands,NLD,1845,2990272
Japan,JPN,1938,70368151
Ukraine,UKR,1813,11215490
Trinidad and Tobago,TTO,1823,61757
Central African Republic,CAF,1922,906316
Costa Rica,CRI,1977,2205618
Seychelles,SYC,1835,13197
Bahamas,BHS,1904,58838
Cote d'Ivoire,CIV,1879,1273487
Ireland,IRL,1940,2914383
China,CHN,1904,410667922
Japan,JPN,1931,64324264
Africa,NA,1892,135846881
Algeria,DZA,1949,8726599
Burundi,BDI,1994,5898964
Denmark,DNK,1988,5122442
Seychelles,SYC,1921,27461
Malawi,MWI,1924,1963533
Iran,IRN,1814,6386850
San Marino,SMR,1803,5492
Tuvalu,TUV,1915,3934
Iceland,ISL,1809,61428
Tunisia,TUN,1973,5409338
Yemen,YEM,1985,9572170
Denmark,DNK,1984,5116055
Somalia,SOM,2012,12715487
Ireland,IRL,2017,4753281
Saint Kitts and Nevis,KNA,1909,44712
Iraq,IRQ,1880,1732930
Vanuatu,VUT,1834,31871
Japan,JPN,1806,28868162
Norway,NOR,1925,2719852
Angola,AGO,1959,5380718
Paraguay,PRY,2013,6510273
Nepal,NPL,2002,24725625
Switzerland,CHE,1900,3284773
Guinea-Bissau,GNB,1929,385965
Cambodia,KHM,1872,2370663
Oman,OMN,1946,447133
Algeria,DZA,1896,4471114
Saint Vincent and the Grenadines,VCT,1933,51877
Saint Vincent and the Grenadines,VCT,1840,28523
Saudi Arabia,SAU,1855,2227791
Sudan,SDN,2010,34545014
Morocco,MAR,1896,4500883
South Korea,KOR,1980,38045605
Seychelles,SYC,1984,69402
Faeroe Islands,FRO,1940,27566
Guinea-Bissau,GNB,1933,408511
Switzerland,CHE,1947,4515553
Uruguay,URY,1912,1153166
Tonga,TON,1866,19099
Dominican Republic,DOM,1860,188236
North Korea,PRK,1822,4351524
Morocco,MAR,1965,14230163
Cape Verde,CPV,1812,55716
South Korea,KOR,1918,10613659
Ukraine,UKR,1825,11740602
South America,NA,2001,353333490
Myanmar,MMR,1801,5840961
Turkey,TUR,1894,13676198
France,FRA,2004,60697977
Greece,GRC,1964,8419301
South Africa,ZAF,2015,55386369
Cambodia,KHM,2014,15274506
Nauru,NRU,1831,1852
Mozambique,MOZ,1972,9446235
Libya,LBY,1885,406109
Iraq,IRQ,1899,2363702
Switzerland,CHE,1953,4841507
Oman,OMN,1997,2249759
North Macedonia,MKD,1888,720495
Saint Pierre and Miquelon,SPM,1800,3583
Italy,ITA,1808,19461943
Costa Rica,CRI,2001,4034074
Tonga,TON,2010,103981
Greece,GRC,1958,8180310
Brunei,BRN,1919,26406
Maldives,MDV,1915,65259
Finland,FIN,1914,3005135
Canada,CAN,1962,18596848
Jamaica,JAM,1991,2439329
Bolivia,BOL,1931,2671165
Iraq,IRQ,1930,3977427
Kenya,KEN,2009,40901798
Japan,JPN,1818,30686869
Malaysia,MYS,1989,17528961
Suriname,SUR,1970,367926
Trinidad and Tobago,TTO,1863,106395
Oman,OMN,1824,321669
Chile,CHL,1966,9152848
Suriname,SUR,1874,89684
Ghana,GHA,1961,6848291
Haiti,HTI,1804,538274
Micronesia (country),FSM,1849,18879
Jordan,JOR,2001,5217328
Tanzania,TZA,1876,5314060
Democratic Republic of Congo,COD,1844,7493836
Mayotte,MYT,2001,155756
Thailand,THA,1860,5519475
Benin,BEN,1961,2465865
South Sudan,SSD,1938,2340491
Gibraltar,GIB,1956,22826
Belarus,BLR,1859,3365542
Latvia,LVA,1982,2540444
Nicaragua,NIC,1870,356033
Senegal,SEN,1956,2881767
Eswatini,SWZ,1874,84111
Mayotte,MYT,1973,41961
Burkina Faso,BFA,1999,11282696
Cyprus,CYP,1833,185054
Jordan,JOR,1959,885586
Greece,GRC,1826,2442956
Grenada,GRD,1922,67805
Vanuatu,VUT,1954,53312
Finland,FIN,1856,1692999
Croatia,HRV,1871,1923490
Gabon,GAB,1893,383667
Iceland,ISL,1885,71321
Trinidad and Tobago,TTO,2008,1314449
Belize,BLZ,1918,45401
Tajikistan,TJK,1882,817337
Costa Rica,CRI,1961,1381187
Andorra,AND,1910,4994
Saint Kitts and Nevis,KNA,1814,17202
Antigua and Barbuda,ATG,1812,37000
Estonia,EST,1925,1116653
Chad,TCD,1835,1672505
Saint Vincent and the Grenadines,VCT,1932,50566
Argentina,ARG,1801,519565
South Africa,ZAF,1864,3529850
Comoros,COM,1845,59375
Colombia,COL,1854,2302142
Czechia,CZE,1830,5996778
Seychelles,SYC,1926,28541
Thailand,THA,1859,5489839
Albania,ALB,1949,1239906
Senegal,SEN,1872,1085225
Belarus,BLR,1967,8670567
Taiwan,TWN,1823,2027932
Turkmenistan,TKM,1896,732461
Denmark,DNK,1913,2990457
Jamaica,JAM,1842,381313
Greece,GRC,1967,8528026
Sweden,SWE,1930,6137296
Reunion,REU,1987,578938
Cuba,CUB,1958,6880729
Hong Kong,HKG,1870,116125
Indonesia,IDN,1954,75487888
Japan,JPN,2006,128422740
Democratic Republic of Congo,COD,1967,18378620
Afghanistan,AFG,1952,7935996
Australia,AUS,1875,1964507
Lithuania,LTU,1809,778655
Nauru,NRU,1980,7751
Peru,PER,1898,3618687
Democratic Republic of Congo,COD,1881,9523463
Bahrain,BHR,2002,735140
Equatorial Guinea,GNQ,1853,110392
Guatemala,GTM,1947,2842930
Guinea-Bissau,GNB,1850,211038
Belgium,BEL,1969,9599651
Bulgaria,BGR,1960,7885607
Europe,NA,1920,456440497
North America,NA,1843,32945355
Malta,MLT,1864,174391
Somalia,SOM,1893,1514767
Cameroon,CMR,1818,1860054
Trinidad and Tobago,TTO,1813,40970
Argentina,ARG,1933,12459087
Ukraine,UKR,1938,33309648
El Salvador,SLV,1854,391314
Nicaragua,NIC,1972,2558705
Monaco,MCO,2010,35609
New Zealand,NZL,1965,2626649
Djibouti,DJI,1881,40663
Barbados,BRB,2005,276320
Micronesia (country),FSM,1804,16416
Sierra Leone,SLE,1974,2974105
Japan,JPN,1990,124505243
Slovakia,SVK,1960,4140127
Nepal,NPL,1869,4632852
Reunion,REU,2008,816325
Madagascar,MDG,1837,2168455
Algeria,DZA,1830,2737931
Mexico,MEX,1800,5100000
Norway,NOR,1938,2939240
Thailand,THA,1815,4179561
Norway,NOR,2006,4672986
Austria,AUT,2003,8175855
Morocco,MAR,1903,4910411
Burkina Faso,BFA,1924,3006551
Dominica,DMA,1884,27431
Andorra,AND,1853,3347
Somalia,SOM,1984,6614713
Netherlands,NLD,1935,8308847
Guinea,GIN,1975,4491248
Saint Vincent and the Grenadines,VCT,2016,109467
Armenia,ARM,1868,638186
Jordan,JOR,1889,264713
Kyrgyzstan,KGZ,1845,666458
Niger,NER,2004,13125914
Saint Vincent and the Grenadines,VCT,2011,108315
Bosnia and Herzegovina,BIH,1986,4435925
Bosnia and Herzegovina,BIH,1851,1030375
Brazil,BRA,1874,10582725
Tuvalu,TUV,2014,10973
Palau,PLW,1959,9480
Saudi Arabia,SAU,1809,2040449
Netherlands,NLD,1806,2028069
Austria,AUT,1844,3808031
Austria,AUT,1875,4728390
Hungary,HUN,1917,7827821
Andorra,AND,1807,2654
Oceania,NA,1822,1525604
South Sudan,SSD,2021,11381377
Qatar,QAT,1887,15291
Micronesia (country),FSM,1979,70515
Tonga,TON,1824,18563
Serbia,SRB,1903,2632186
Ukraine,UKR,1882,19861731
Somalia,SOM,1883,1491746
Italy,ITA,1899,33217233
Chad,TCD,1920,1677707
North Macedonia,MKD,1970,1720805
Turks and Caicos Islands,TCA,1965,5814
Algeria,DZA,1862,3197653
Canada,CAN,1920,8565278
Chile,CHL,1859,1651656
Vietnam,VNM,1843,6124324
Palau,PLW,1804,3875
Iceland,ISL,1892,72139
France,FRA,1817,30902120
Ukraine,UKR,2020,43733759
Vanuatu,VUT,2005,209282
Netherlands,NLD,1877,3897298
Guinea,GIN,1944,2707764
Niger,NER,1834,918171
Eswatini,SWZ,1854,68866
Thailand,THA,1919,9935040
San Marino,SMR,1976,20086
Canada,CAN,1987,26432894
Sri Lanka,LKA,1885,3266503
Portugal,PRT,1825,3392725
Laos,LAO,1873,785037
American Samoa,ASM,2002,59077
Guinea,GIN,1977,4628881
Malawi,MWI,1918,1864516
Saint Vincent and the Grenadines,VCT,1913,42601
Greece,GRC,1973,8840311
United States,USA,1906,88778597
Norway,NOR,1948,3204892
Jordan,JOR,1966,1267063
World,OWID_WRL,1967,3478770102
Curacao,CUW,1963,130955
Croatia,HRV,2008,4352639
Serbia,SRB,1933,4751114
World,OWID_WRL,1869,1341040002
Brazil,BRA,1919,27037602
South America,NA,1824,11840771
Norway,NOR,1967,3784867
Yemen,YEM,1836,2669617
Bahrain,BHR,1904,78064
Venezuela,VEN,1948,5140272
Syria,SYR,2004,17827827
North Korea,PRK,2009,24428340
Guinea,GIN,1801,983959
Costa Rica,CRI,1938,646184
Somalia,SOM,1904,1564345
Libya,LBY,1939,855504
Panama,PAN,1815,84282
Venezuela,VEN,1800,1000000
Egypt,EGY,1808,3762636
Mozambique,MOZ,1997,16397175
Zambia,ZMB,2021,18920657
Trinidad and Tobago,TTO,1902,284152
United Kingdom,GBR,1841,26742439
Denmark,DNK,1998,5300380
United Kingdom,GBR,2020,67886004
Congo,COG,1957,950719
India,IND,1874,257562626
Jamaica,JAM,1919,861582
Costa Rica,CRI,1968,1747690
Comoros,COM,1802,56346
Africa,NA,1814,82891459
Cameroon,CMR,1998,14723772
Taiwan,TWN,1943,6261790
Mexico,MEX,1893,12123212
Saint Pierre and Miquelon,SPM,2020,5795
Bulgaria,BGR,1922,5252369
Nauru,NRU,2015,10374
Guinea-Bissau,GNB,1852,212189
Venezuela,VEN,1868,1653649
British Virgin Islands,VGB,1970,9830
Taiwan,TWN,1805,2000000
Tajikistan,TJK,2013,8059782
Honduras,HND,1868,406170
Belgium,BEL,1875,5311440
Slovenia,SVN,2005,1994979
Ukraine,UKR,1885,20423214
Serbia,SRB,1857,1994406
Myanmar,MMR,1836,3727169
Solomon Islands,SLB,1865,89143
Micronesia (country),FSM,2019,113811
Kenya,KEN,2016,49051531
Central African Republic,CAF,1949,1306117
Eswatini,SWZ,1895,103763
Burkina Faso,BFA,1867,1953058
Kiribati,KIR,1909,26947
Italy,ITA,1822,20437423
Equatorial Guinea,GNQ,1860,115317
Andorra,AND,1803,2654
South America,NA,1918,59209705
Cyprus,CYP,1918,302235
Dominican Republic,DOM,1835,114022
Central African Republic,CAF,1970,1811157
Rwanda,RWA,1890,1618737
New Caledonia,NCL,1960,78059
Guinea,GIN,1870,1200218
Kiribati,KIR,1833,19032
Mongolia,MNG,1971,1317042
Mauritania,MRT,1967,1047345
Slovenia,SVN,1804,469664
Oceania,NA,1908,6746323
Guinea,GIN,1917,1809416
Cameroon,CMR,2005,17733408
Mauritania,MRT,1998,2496217
Indonesia,IDN,1812,16637801
Lebanon,LBN,1814,322065
Sri Lanka,LKA,1997,18470897
South Africa,ZAF,1974,24552540
Denmark,DNK,2021,5813302
Hungary,HUN,1998,10279610
Saudi Arabia,SAU,1986,13794167
Bhutan,BTN,2008,671611
Switzerland,CHE,1854,2429565
Turkey,TUR,1919,14109179
Syria,SYR,1906,1844228
Nigeria,NGA,1802,12100860
North Macedonia,MKD,1977,1851070
Barbados,BRB,1841,116766
Iceland,ISL,1905,82538
Central African Republic,CAF,1833,639457
Sierra Leone,SLE,1886,998586
Jordan,JOR,1884,262267
Romania,ROU,1908,11583623
Barbados,BRB,1994,264893
Liechtenstein,LIE,1888,9462
Slovenia,SVN,1928,1216820
Cyprus,CYP,1841,185214
Kuwait,KWT,2006,2373661
Djibouti,DJI,1965,114976
Nauru,NRU,1919,1997
Chile,CHL,1979,11254877
Mauritania,MRT,1936,513042
Seychelles,SYC,1816,12522
Lesotho,LSO,2013,2028528
Spain,ESP,1943,26431068
Cambodia,KHM,1919,2942899
Lesotho,LSO,1861,197466
Iceland,ISL,1855,62861
Iraq,IRQ,1910,2878820
Romania,ROU,1980,22615644
Myanmar,MMR,1845,3857621
Cape Verde,CPV,1875,106204
Benin,BEN,1803,636559
Honduras,HND,1905,590337
Bhutan,BTN,1891,280779
Gambia,GMB,1899,165036
New Caledonia,NCL,1964,88572
Uganda,UGA,1922,3261870
Indonesia,IDN,1877,29251677
Cuba,CUB,1976,9554186
Vanuatu,VUT,1827,29763
Greece,GRC,1896,4797499
Portugal,PRT,1868,4258094
Colombia,COL,1956,14194561
Mexico,MEX,1894,12301236
Yemen,YEM,1917,3398044
Iraq,IRQ,1902,2517226
Equatorial Guinea,GNQ,1830,88797
Faeroe Islands,FRO,1999,46428
Bahrain,BHR,1842,64474
Lesotho,LSO,1849,181429
Peru,PER,1972,14221954
Moldova,MDA,1980,4011085
Hong Kong,HKG,1923,673576
Denmark,DNK,1948,4186477
Latvia,LVA,1920,1864711
Somalia,SOM,1853,1475474
Cote d'Ivoire,CIV,1865,1152038
Latvia,LVA,1900,2152007
Azerbaijan,AZE,1936,2544078
Czechia,CZE,1821,5540956
Nepal,NPL,1807,3957941
Liberia,LBR,1971,1436740
Cambodia,KHM,1868,2328310
El Salvador,SLV,1972,3867310
Cuba,CUB,1970,8712535
Bahrain,BHR,1877,66832
New Zealand,NZL,2013,4518519
North Korea,PRK,1905,5318502
Saint Vincent and the Grenadines,VCT,2015,109135
Kuwait,KWT,1888,91395
Belgium,BEL,2013,11154008
Guam,GUM,1989,127525
Tajikistan,TJK,1954,1742345
Dominican Republic,DOM,1841,125887
Asia,NA,1923,1123673982
Belarus,BLR,1884,4236892
Kazakhstan,KAZ,1965,11841926
Seychelles,SYC,1878,15919
Grenada,GRD,1906,64867
Tanzania,TZA,1975,15885228
Kenya,KEN,1982,17736326
Bahrain,BHR,2003,778708
South Korea,KOR,1842,9504770
Palau,PLW,1863,4778
Seychelles,SYC,1866,15027
Bermuda,BMU,2017,63040
Kazakhstan,KAZ,1896,4038096
Kazakhstan,KAZ,1853,2757493
Barbados,BRB,1840,114800
Netherlands,NLD,1980,14148410
Chad,TCD,1851,1788815
Uganda,UGA,1900,3476540
Romania,ROU,1988,23393739
Romania,ROU,1963,19059934
Panama,PAN,1956,1009040
Singapore,SGP,1992,3199642
Georgia,GEO,1957,3818856
Gabon,GAB,1952,478655
American Samoa,ASM,1972,28564
Germany,DEU,2006,81472235
Syria,SYR,1880,1613614
New Zealand,NZL,1921,1259462
Bahrain,BHR,1910,82428
Sudan,SDN,1929,5194172
Vatican,VAT,1864,906
Armenia,ARM,1896,818848
Costa Rica,CRI,1832,80994
Antigua and Barbuda,ATG,1818,37000
Haiti,HTI,2013,10400672
Pakistan,PAK,1952,38516514
Cote d'Ivoire,CIV,1933,1974765
Norway,NOR,1848,1360577
Taiwan,TWN,1951,7930652
Sao Tome and Principe,STP,1857,29522
Fiji,FJI,2002,815257
Congo,COG,1918,523848
South Korea,KOR,1981,38602287
Poland,POL,1889,22195954
Colombia,COL,1992,34422568
Faeroe Islands,FRO,1958,33706
South Sudan,SSD,1978,4253085
Saint Vincent and the Grenadines,VCT,1852,30391
Zambia,ZMB,1898,1619262
Belize,BLZ,1995,206962
Pakistan,PAK,2017,207906210
Vatican,VAT,2009,787
Bahrain,BHR,2010,1240864
Bolivia,BOL,1966,4122517
Iran,IRN,1861,8035629
North Macedonia,MKD,2003,2053426
Western Sahara,ESH,1890,826
Cape Verde,CPV,1967,247522
Sierra Leone,SLE,1999,4462374
Namibia,"NAM",1830,153503
United Kingdom,GBR,1838,26204965
Bahrain,BHR,1973,239527
Wallis and Futuna,WLF,2017,11894
Gabon,GAB,2013,1817070
Gabon,GAB,1916,324956
Bhutan,BTN,1838,358494
Asia,NA,1988,3104483761
Samoa,WSM,1893,34573
Costa Rica,CRI,1973,1992522
Mozambique,MOZ,1904,4131777
Congo,COG,1873,556021
Turkmenistan,TKM,2010,5087211
Haiti,HTI,1983,6051617
Mozambique,MOZ,1820,2128167
Liberia,LBR,1863,361728
Brunei,BRN,1800,2258
Denmark,DNK,1865,1790269
Moldova,MDA,1898,1444962
Costa Rica,CRI,1927,516219
Slovakia,SVK,2004,5399374
San Marino,SMR,1882,8773
Marshall Islands,MHL,1913,54173
Paraguay,PRY,1852,353259
Syria,SYR,1868,1558422
Guatemala,GTM,2017,16914979
Nigeria,NGA,1872,15378242
Netherlands,NLD,2011,16738190
Bahamas,BHS,2021,396914
Thailand,THA,1948,19601304
Moldova,MDA,2009,4097515
Cyprus,CYP,1993,818750
Guinea,GIN,1938,2451825
Croatia,HRV,1855,1669574
Aruba,ABW,1954,41761
Eritrea,ERI,1987,2127421
Guadeloupe,GLP,1976,330007
Poland,POL,1828,11058462
Cayman Islands,CYM,2001,43934
Denmark,DNK,1917,3134919
Palau,PLW,1909,6009
Suriname,SUR,1949,210729
Israel,ISR,1806,209954
Egypt,EGY,1990,56134478
Uganda,UGA,1913,3198540
Colombia,COL,1816,1206000
Singapore,SGP,2020,5850343
Zambia,ZMB,1858,1596583
Somalia,SOM,1858,1474976
Greenland,GRL,1987,54371
Bolivia,BOL,1912,2071462
Guatemala,GTM,1884,1309275
Burkina Faso,BFA,1990,8811033
North America,NA,1957,260461111
Thailand,THA,1937,14926675
Tunisia,TUN,1870,1371765
Vanuatu,VUT,1955,54921
North Macedonia,MKD,1939,1137633
Honduras,HND,2002,6929267
Colombia,COL,1908,4810953
Burundi,BDI,2003,6909161
Philippines,PHL,1890,6011548
Reunion,REU,1810,71200
Sweden,SWE,1972,8127045
American Samoa,ASM,1983,36413
Ecuador,ECU,1959,4417539
Maldives,MDV,1890,60821
United Arab Emirates,ARE,1837,40153
Costa Rica,CRI,1839,92076
Serbia,SRB,1918,3474081
Singapore,SGP,1830,36954
Singapore,SGP,1899,207189
Laos,LAO,2003,5576640
Slovenia,SVN,1893,893667
Samoa,WSM,2001,175394
Niger,NER,1925,1755728
Turks and Caicos Islands,TCA,1954,5131
United Arab Emirates,ARE,1875,40697
Australia,AUS,1949,8025619
Nauru,NRU,1804,1834
Ecuador,ECU,1800,500000
Thailand,THA,1817,4368212
Malawi,MWI,1932,2207487
Tanzania,TZA,1896,5136172
Somalia,SOM,1852,1475574
Pakistan,PAK,1836,14388465
Timor,TLS,2016,1219289
Kiribati,KIR,1888,24516
Rwanda,RWA,1944,1950785
Seychelles,SYC,1828,12878
Ireland,IRL,1909,4339485
Niue,NIU,1963,4987
Indonesia,IDN,1872,27674121
United Kingdom,GBR,1941,48858739
China,CHN,1804,336199187
Democratic Republic of Congo,COD,1914,8306753
Costa Rica,CRI,1816,60864
Croatia,HRV,1869,1889751
Papua New Guinea,PNG,1889,973375
Laos,LAO,1837,552237
Channel Islands,OWID_CIS,1996,144348
Nauru,NRU,1855,1889
Paraguay,PRY,2004,5730556
Latvia,LVA,1922,1835755
South Korea,KOR,1910,9518738
Guinea-Bissau,GNB,1883,255163
Finland,FIN,1942,3753260
Togo,TGO,1867,567990
Zimbabwe,ZWE,1890,990514
Mayotte,MYT,1982,61044
Benin,BEN,1826,664884
Andorra,AND,1922,5735
Mongolia,MNG,1810,609427
Saint Lucia,LCA,1803,24000
Micronesia (country),FSM,1960,44510
Haiti,HTI,1869,1150237
Yemen,YEM,1808,2593000
Seychelles,SYC,1902,21128
Slovenia,SVN,1921,1144405
Nicaragua,NIC,1920,749222
Turkmenistan,TKM,1834,417347
Gabon,GAB,1887,380864
Barbados,BRB,2007,278701
North Korea,PRK,1995,21862300
Sweden,SWE,1845,3288483
Nepal,NPL,1881,4879989
Trinidad and Tobago,TTO,1915,366092
Zimbabwe,ZWE,1844,734343
Venezuela,VEN,1951,5726610
Central African Republic,CAF,2006,4118075
Algeria,DZA,1977,17582899
Serbia,SRB,1898,2440115
Cuba,CUB,1848,1148351
Singapore,SGP,1810,30000
Romania,ROU,1975,21665640
Serbia,SRB,1880,1926940
Albania,ALB,1986,3044201
Burundi,BDI,1938,1878290
Yemen,YEM,1958,5168870
Guinea,GIN,2012,10652032
Slovenia,SVN,1934,1282527
Armenia,ARM,1858,583821
Bahamas,BHS,1852,29373
Slovakia,SVK,1900,2848041
Guatemala,GTM,2020,17915567
Lesotho,LSO,1938,561428
Togo,TGO,1969,2034902
Kyrgyzstan,KGZ,1837,619491
Indonesia,IDN,2001,214427419
Libya,LBY,1864,314264
Sudan,SDN,1930,5217316
Chad,TCD,1881,1887692
Bulgaria,BGR,1915,4789354
Jamaica,JAM,1967,1803324
Chile,CHL,1853,1486608
Portugal,PRT,1931,6859819
Montenegro,MNE,1945,402704
Georgia,GEO,1868,1661766
Uzbekistan,UZB,1942,5746728
Bolivia,BOL,1871,1486114
Bangladesh,BGD,2021,166303494
Senegal,SEN,1943,2184505
Uruguay,URY,1881,488069
Ecuador,ECU,1972,6429377
Angola,AGO,1935,3546586
Iraq,IRQ,1923,3651216
Malaysia,MYS,1964,9253827
Mongolia,MNG,1872,668073
Jordan,JOR,1875,257847
Grenada,GRD,1869,37210
Bhutan,BTN,1872,305826
Armenia,ARM,1949,1328575
Indonesia,IDN,1901,38658803
Senegal,SEN,1898,1355271
Latvia,LVA,1826,651287
Dominica,DMA,1862,25336
Curacao,CUW,1967,137619
Serbia,SRB,1878,1917003
Montenegro,MNE,1834,157547
Peru,PER,1884,3124956
Bhutan,BTN,1835,363919
Afghanistan,AFG,1954,8151316
Pakistan,PAK,2019,216565317
Finland,FIN,1915,3025375
Mauritania,MRT,1823,372062
Australia,AUS,1878,2092894
Burkina Faso,BFA,1865,1940888
Tanzania,TZA,1853,5449611
Saint Kitts and Nevis,KNA,1841,24607
Bhutan,BTN,1943,228332
Yemen,YEM,1857,2764616
Switzerland,CHE,1931,4038284
France,FRA,1961,46266974
Portugal,PRT,1952,8451545
South Sudan,SSD,1937,2330109
Guyana,GUY,1883,252514
Cuba,CUB,1894,1669834
San Marino,SMR,1817,5492
Malaysia,MYS,1941,5211554
Gabon,GAB,1889,385470
Libya,LBY,1902,528251
Laos,LAO,1952,1764044
Niger,NER,1996,9826600
Mozambique,MOZ,1950,5958982
Palestine,PSE,1897,277341
Saint Kitts and Nevis,KNA,1890,48742
Monaco,MCO,1828,8577
Eritrea,ERI,1901,571316
Andorra,AND,1810,2654
Austria,AUT,1826,3469489
Egypt,EGY,1881,7568853
Mongolia,MNG,1961,982181
Saint Vincent and the Grenadines,VCT,1987,105905
North Korea,PRK,1984,18590142
France,FRA,1906,40309123
Guatemala,GTM,1956,3736231
Ukraine,UKR,1975,48755662
Congo,COG,1829,363146
Comoros,COM,1922,129937
South Africa,ZAF,1919,7358615
Croatia,HRV,2003,4388909
Sierra Leone,SLE,1989,4254434
Togo,TGO,1925,943553
Niger,NER,1971,4637984
Sao Tome and Principe,STP,1838,25815
Brazil,BRA,1904,19693613
North Korea,PRK,1938,8693869
Ghana,GHA,1983,12033559
Cyprus,CYP,1823,184853
Kiribati,KIR,1977,56759
Armenia,ARM,1824,428744
Guadeloupe,GLP,1954,228990
Israel,ISR,1870,267370
Norway,NOR,1928,2771940
Panama,PAN,1949,838519
Philippines,PHL,2008,90901967
Belize,BLZ,1929,52049
Tuvalu,TUV,1880,3331
Slovakia,SVK,1988,5244036
Barbados,BRB,1819,82009
Moldova,MDA,1900,1471258
Finland,FIN,1955,4238274
Luxembourg,LUX,1910,258268
Maldives,MDV,1876,57033
China,CHN,1835,410497479
South Korea,KOR,1803,9395000
Venezuela,VEN,2013,29781046
Niger,NER,1804,852737
Romania,ROU,1843,7591502
South Korea,KOR,2010,49545638
Costa Rica,CRI,2000,3962369
Guinea-Bissau,GNB,2002,1254454
Suriname,SUR,1870,88925
Canada,CAN,1893,4992153
United Kingdom,GBR,1880,34733737
Paraguay,PRY,1815,172337
Turks and Caicos Islands,TCA,1810,188
Falkland Islands,FLK,1961,2131
Nicaragua,NIC,1954,1460348
Dominican Republic,DOM,1952,2517654
Armenia,ARM,1967,2339133
Saint Kitts and Nevis,KNA,1939,39356
Turkey,TUR,1893,13593033
Nicaragua,NIC,2020,6624554
Saint Lucia,LCA,1976,111074
